,batsman,total_runs,total_balls,fours,sixes,strike_rate,wicket_taken,season,stadium,team,opposing_team
23,Imad Wasim,0,3,0,0,0.00,b Abbas Afridi,2024,Multan Cricket Stadium,Islamabad United,Multan Sultans
24,Imad Wasim,9,15,0,0,60.00,c ï¿½Sarfaraz Ahmed b Abrar Ahmed,2024,"Gaddafi Stadium, Lahore",Islamabad United,Quetta Gladiators
25,Imad Wasim,1,3,0,0,33.33,c Babar Azam b Salman Irshad,2024,"Gaddafi Stadium, Lahore",Islamabad United,Peshawar Zalmi
26,Imad Wasim,0,2,0,0,0.00,c Shan Masood b Shamsi,2024,"National Stadium, Karachi",Islamabad United,Karachi Kings
27,Imad Wasim,4,2,1,0,200.00,c sub (Abdullah Shafique) b Wiese,2024,Rawalpindi Cricket Stadium,Islamabad United,Lahore Qalandars
28,Imad Wasim,30,13,4,1,230.76,not out,2024,Rawalpindi Cricket Stadium,Islamabad United,Multan Sultans
29,Imad Wasim,4,3,0,0,133.33,run out (Mohammad Wasim),2024,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
30,Imad Wasim,59,40,9,0,147.50,not out,2024,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
31,Imad Wasim,19,17,2,0,111.76,not out,2024,"National Stadium, Karachi",Islamabad United,Multan Sultans
0,Sohail Tanvir,1,1,0,0,100.00,not out,2016,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
1,Sohail Tanvir,1,4,0,0,25.00,run out (Rumman Raees),2016,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
2,Sohail Tanvir,23,17,2,2,135.29,b Wahab Riaz,2016,Sharjah Cricket Stadium,Karachi Kings,Peshawar Zalmi
3,Sohail Tanvir,8,7,1,0,114.28,c Mohammad Nawaz b Elliott,2016,Sharjah Cricket Stadium,Karachi Kings,Quetta Gladiators
4,Sohail Tanvir,5,8,0,0,62.50,b Mohammad Nawaz,2017,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
5,Sohail Tanvir,1,9,0,0,11.11,run out (Jordan),2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
6,Sohail Tanvir,3,3,0,0,100.00,not out,2017,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
7,Sohail Tanvir,1,3,0,0,33.33,c Smith b Rumman Raees,2017,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
8,Sohail Tanvir,36,29,2,2,124.13,not out,2017,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
9,Sohail Tanvir,22,14,2,0,157.14,not out,2017,Dubai International Cricket Stadium,Lahore Qalandars,Karachi Kings
10,Sohail Tanvir,1,1,0,0,100.00,not out,2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
11,Sohail Tanvir,9,8,1,0,112.50,run out (Mohammad Sami),2018,Dubai International Cricket Stadium,Multan Sultans,Islamabad United
12,Sohail Tanvir,19,15,1,1,126.66,b Watson,2018,Dubai International Cricket Stadium,Multan Sultans,Quetta Gladiators
13,Sohail Tanvir,2,3,0,0,66.66,run out (Fakhar Zaman/McCullum),2018,Dubai International Cricket Stadium,Multan Sultans,Lahore Qalandars
14,Sohail Tanvir,34,29,1,4,117.24,not out,2018,Dubai International Cricket Stadium,Multan Sultans,Karachi Kings
15,Sohail Tanvir,10,5,2,0,200.00,run out (Mohammad Sami),2018,Sharjah Cricket Stadium,Multan Sultans,Islamabad United
16,Sohail Tanvir,2,2,0,0,100.00,not out,2019,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
17,Sohail Tanvir,7,17,0,0,41.17,b Shaheen Shah Afridi,2019,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
18,Sohail Tanvir,0,3,0,0,0.00,c ï¿½Ronchi b Faheem Ashraf,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
19,Sohail Tanvir,0,1,0,0,0.00,not out,2019,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
20,Sohail Tanvir,10,6,2,0,166.66,lbw b Amad Butt,2020,"Gaddafi Stadium, Lahore",Multan Sultans,Islamabad United
21,Sohail Tanvir,2,1,0,0,200.00,not out,2020,Multan Cricket Stadium,Multan Sultans,Karachi Kings
22,Sohail Tanvir,1,1,0,0,100.00,not out,2020,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators
23,Sohail Tanvir,0,1,0,0,0.00,not out,2020,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
24,Sohail Tanvir,25,13,1,2,192.30,not out,2020,"National Stadium, Karachi",Multan Sultans,Karachi Kings
25,Sohail Tanvir,3,5,0,0,60.00,b Wiese,2020,"National Stadium, Karachi",Multan Sultans,Lahore Qalandars
26,Sohail Tanvir,4,4,0,0,100.00,c & b Hasan Ali,2021,"National Stadium, Karachi",Multan Sultans,Islamabad United
27,Sohail Tanvir,14,14,1,0,100.00,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Karachi Kings
28,Sohail Tanvir,2,3,0,0,66.66,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Quetta Gladiators
29,Sohail Tanvir,26,9,3,2,288.88,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Lahore Qalandars
30,Sohail Tanvir,12,9,1,0,133.33,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Multan Sultans,Islamabad United
31,Sohail Tanvir,13,8,1,1,162.50,c Rossouw b Willey,2022,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
32,Sohail Tanvir,0,2,0,0,0.00,c Hales b Mohammad Wasim,2022,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
33,Sohail Tanvir,7,10,0,0,70.00,not out,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
34,Sohail Tanvir,2,4,0,0,50.00,c Hazratullah Zazai b Salman Irshad,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
35,Sohail Tanvir,5,8,0,0,62.50,c Rossouw b Khushdil Shah,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Multan Sultans
0,Iftikhar Ahmed,0,0,0,0,-,not out,2016,Dubai International Cricket Stadium,Karachi Kings,Quetta Gladiators
1,Iftikhar Ahmed,19,20,1,0,95.00,c Sharjeel Khan b Rumman Raees,2016,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
2,Iftikhar Ahmed,8,14,1,0,57.14,c Russell b Badree,2016,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
3,Iftikhar Ahmed,0,1,0,0,0.00,c ï¿½Haddin b Mohammad Sami,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
4,Iftikhar Ahmed,1,3,0,0,33.33,c ï¿½Sangakkara b Imad Wasim,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
5,Iftikhar Ahmed,14,21,1,0,66.66,lbw b Emrit,2017,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
6,Iftikhar Ahmed,9,15,1,0,60.00,c Tamim Iqbal b Jordan,2018,Dubai International Cricket Stadium,Islamabad United,Peshawar Zalmi
7,Iftikhar Ahmed,0,1,0,0,0.00,not out,2019,Dubai International Cricket Stadium,Karachi Kings,Islamabad United
8,Iftikhar Ahmed,33,25,2,2,132.00,not out,2019,Dubai International Cricket Stadium,Karachi Kings,Lahore Qalandars
9,Iftikhar Ahmed,0,3,0,0,0.00,c ï¿½Umar Siddiq b Mohammad Abbas,2019,"Sheikh Zayed Stadium, Abu Dhabi",Karachi Kings,Multan Sultans
10,Iftikhar Ahmed,44,18,5,2,244.44,not out,2019,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
11,Iftikhar Ahmed,4,7,0,0,57.14,lbw b Sameen Gul,2019,"National Stadium, Karachi",Karachi Kings,Peshawar Zalmi
12,Iftikhar Ahmed,1,2,0,0,50.00,c Hussain Talat b Muhammad Musa,2019,"National Stadium, Karachi",Karachi Kings,Islamabad United
13,Iftikhar Ahmed,16,3,1,2,533.33,not out,2020,"National Stadium, Karachi",Karachi Kings,Peshawar Zalmi
14,Iftikhar Ahmed,25,18,2,1,138.88,c Naseem Shah b Mohammad Hasnain,2020,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
15,Iftikhar Ahmed,14,15,0,1,93.33,c Khushdil Shah b Mohammad Ilyas,2020,Multan Cricket Stadium,Karachi Kings,Multan Sultans
16,Iftikhar Ahmed,1,2,0,0,50.00,run out (Rizwan Hussain),2020,Rawalpindi Cricket Stadium,Karachi Kings,Islamabad United
17,Iftikhar Ahmed,0,0,0,0,-,not out,2020,Rawalpindi Cricket Stadium,Karachi Kings,Peshawar Zalmi
18,Iftikhar Ahmed,1,2,0,0,50.00,run out (Fakhar Zaman/ï¿½Vilas),2020,"Gaddafi Stadium, Lahore",Karachi Kings,Lahore Qalandars
19,Iftikhar Ahmed,1,4,0,0,25.00,c Asif Ali b Shadab Khan,2020,"National Stadium, Karachi",Karachi Kings,Islamabad United
20,Iftikhar Ahmed,21,17,3,0,123.52,c Watson b Sohail Khan,2020,"National Stadium, Karachi",Karachi Kings,Quetta Gladiators
21,Iftikhar Ahmed,13,12,1,0,108.33,c Shan Masood b Shahid Afridi,2020,"National Stadium, Karachi",Karachi Kings,Multan Sultans
22,Iftikhar Ahmed,4,6,0,0,66.66,c Wiese b Haris Rauf,2020,"National Stadium, Karachi",Karachi Kings,Lahore Qalandars
23,Iftikhar Ahmed,1,4,0,0,25.00,run out (Shahid Afridi),2021,"National Stadium, Karachi",Islamabad United,Multan Sultans
24,Iftikhar Ahmed,49,37,2,3,132.43,not out,2021,"National Stadium, Karachi",Islamabad United,Karachi Kings
25,Iftikhar Ahmed,7,12,0,0,58.33,c Kohler-Cadmore b Wahab Riaz,2021,"National Stadium, Karachi",Islamabad United,Peshawar Zalmi
26,Iftikhar Ahmed,12,16,0,1,75.00,c Sohail Akhtar b Ahmed Daniyal,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Lahore Qalandars
27,Iftikhar Ahmed,49,37,6,0,132.43,c Rashid Khan b Haris Rauf,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Lahore Qalandars
28,Iftikhar Ahmed,71,39,5,5,182.05,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Karachi Kings
29,Iftikhar Ahmed,6,7,0,0,85.71,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Multan Sultans
30,Iftikhar Ahmed,16,15,2,0,106.66,c ï¿½Mohammad Rizwan b Muzarabani,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Multan Sultans
31,Iftikhar Ahmed,10,12,1,0,83.33,c ï¿½Kamran Akmal b Wahab Riaz,2021,"Sheikh Zayed Stadium, Abu Dhabi",Islamabad United,Peshawar Zalmi
32,Iftikhar Ahmed,8,8,1,0,100.00,c Brown b Sameen Gul,2022,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
33,Iftikhar Ahmed,30,13,1,3,230.76,c ï¿½Mohammad Rizwan b Willey,2022,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
34,Iftikhar Ahmed,6,8,0,0,75.00,c Faheem Ashraf b Shadab Khan,2022,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
35,Iftikhar Ahmed,3,3,0,0,100.00,lbw b Haris Rauf,2022,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
36,Iftikhar Ahmed,4,5,0,0,80.00,c Mohammad Wasim b Shadab Khan,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United
37,Iftikhar Ahmed,52,39,2,3,133.33,c Abdullah Shafique b Haris Rauf,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
38,Iftikhar Ahmed,10,11,0,0,90.90,c ï¿½Mohammad Haris b Usman Qadir,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
39,Iftikhar Ahmed,4,8,0,0,50.00,b Asif Afridi,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Multan Sultans
40,Iftikhar Ahmed,21,14,1,1,150.00,not out,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Karachi Kings
41,Iftikhar Ahmed,0,1,0,0,0.00,lbw b Ihsanullah,2023,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
42,Iftikhar Ahmed,32,27,3,0,118.51,c Imran Tahir b Mohammad Amir,2023,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
43,Iftikhar Ahmed,50,34,2,4,147.05,not out,2023,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
44,Iftikhar Ahmed,6,10,0,0,60.00,c Fakhar Zaman b Wiese,2023,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
45,Iftikhar Ahmed,39,27,3,2,144.44,c Shadab Khan b Hasan Ali,2023,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
46,Iftikhar Ahmed,3,5,0,0,60.00,c ï¿½Billings b Rashid Khan,2023,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
47,Iftikhar Ahmed,2,8,0,0,25.00,c Shadab Khan b Faheem Ashraf,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
48,Iftikhar Ahmed,4,6,0,0,66.66,lbw b Shamsi,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
49,Iftikhar Ahmed,53,31,4,4,170.96,c sub (Shan Masood) b Abbas Afridi,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Multan Sultans
50,Iftikhar Ahmed,18,17,0,1,105.88,not out,2024,Multan Cricket Stadium,Multan Sultans,Islamabad United
51,Iftikhar Ahmed,34,11,5,2,309.09,not out,2024,Multan Cricket Stadium,Multan Sultans,Lahore Qalandars
52,Iftikhar Ahmed,16,8,2,1,200.00,c ï¿½Mohammad Haris b Naveen-ul-Haq,2024,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi
53,Iftikhar Ahmed,0,1,0,0,0.00,c Sajjad Ali b Mohammad Amir,2024,Multan Cricket Stadium,Multan Sultans,Quetta Gladiators
54,Iftikhar Ahmed,40,18,2,3,222.22,not out,2024,"Gaddafi Stadium, Lahore",Multan Sultans,Lahore Qalandars
55,Iftikhar Ahmed,4,4,0,0,100.00,c Irfan Khan b Hasan Ali,2024,"National Stadium, Karachi",Multan Sultans,Karachi Kings
56,Iftikhar Ahmed,60,27,4,5,222.22,not out,2024,Rawalpindi Cricket Stadium,Multan Sultans,Peshawar Zalmi
57,Iftikhar Ahmed,13,12,2,0,108.33,c Hales b Naseem Shah,2024,Rawalpindi Cricket Stadium,Multan Sultans,Islamabad United
58,Iftikhar Ahmed,20,8,2,1,250.00,not out,2024,"National Stadium, Karachi",Multan Sultans,Quetta Gladiators
59,Iftikhar Ahmed,22,8,3,1,275.00,not out,2024,"National Stadium, Karachi",Multan Sultans,Peshawar Zalmi
60,Iftikhar Ahmed,32,20,3,3,160.00,not out,2024,"National Stadium, Karachi",Multan Sultans,Islamabad United
0,Sarfaraz Ahmed (c)ï¿½,2,2,0,0,100.00,not out,2016,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
1,Sarfaraz Ahmed (c)ï¿½,21,24,2,0,87.50,c Malan b Shahid Afridi,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
2,Sarfaraz Ahmed (c)ï¿½,31,19,3,1,163.15,st ï¿½Mohammad Rizwan b Zohaib Khan,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
3,Sarfaraz Ahmed (c)ï¿½,51,39,6,0,130.76,not out,2016,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
4,Sarfaraz Ahmed (c)ï¿½,29,33,1,0,87.87,not out,2016,Sharjah Cricket Stadium,Quetta Gladiators,Karachi Kings
5,Sarfaraz Ahmed (c)ï¿½,10,6,0,1,166.66,b Shahid Afridi,2016,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
6,Sarfaraz Ahmed (c)ï¿½,21,17,2,0,123.52,b Ehsan Adil,2016,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
7,Sarfaraz Ahmed (c)ï¿½,0,2,0,0,0.00,c & b Shahid Afridi,2016,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
8,Sarfaraz Ahmed (c)ï¿½,3,4,0,0,75.00,c Smith b Mohammad Irfan,2016,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
9,Sarfaraz Ahmed (c)ï¿½,1,2,0,0,50.00,b Narine,2017,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
10,Sarfaraz Ahmed (c)ï¿½,56,42,4,1,133.33,not out,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
11,Sarfaraz Ahmed (c)ï¿½,12,11,0,1,109.09,c ï¿½Haddin b Rumman Raees,2017,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
12,Sarfaraz Ahmed (c)ï¿½,45,25,3,3,180.00,c ï¿½Mohammad Rizwan b Sohail Tanvir,2017,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
13,Sarfaraz Ahmed (c)ï¿½,19,17,2,0,111.76,not out,2017,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
14,Sarfaraz Ahmed (c)ï¿½,3,4,0,0,75.00,c Hussain Talat b Rumman Raees,2017,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
15,Sarfaraz Ahmed (c)ï¿½,8,7,1,0,114.28,run out (Shakib Al Hasan/ï¿½Kamran Akmal),2017,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
16,Sarfaraz Ahmed (c)ï¿½,17,20,0,0,85.00,run out (Hasan Ali),2017,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
17,Sarfaraz Ahmed (c)ï¿½,22,11,5,0,200.00,st ï¿½Kamran Akmal b Mohammad Hafeez,2017,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
18,Sarfaraz Ahmed (c)ï¿½,7,6,1,0,116.66,lbw b Shahid Afridi,2018,Dubai International Cricket Stadium,Quetta Gladiators,Karachi Kings
19,Sarfaraz Ahmed (c)ï¿½,7,7,1,0,100.00,not out,2018,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
20,Sarfaraz Ahmed (c)ï¿½,17,15,1,0,113.33,b Wahab Riaz,2018,Sharjah Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
21,Sarfaraz Ahmed (c)ï¿½,30,33,3,0,90.90,c Sohaib Maqsood b Sohail Tanvir,2018,Sharjah Cricket Stadium,Quetta Gladiators,Multan Sultans
22,Sarfaraz Ahmed (c)ï¿½,11,10,0,0,110.00,c sub (Shan Masood) b Umar Gul,2018,Dubai International Cricket Stadium,Quetta Gladiators,Multan Sultans
23,Sarfaraz Ahmed (c)ï¿½,45,31,6,0,145.16,not out,2018,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
24,Sarfaraz Ahmed (c)ï¿½,28,19,2,1,147.36,not out,2018,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
25,Sarfaraz Ahmed (c)ï¿½,43,30,3,2,143.33,b Hussain Talat,2018,Sharjah Cricket Stadium,Quetta Gladiators,Islamabad United
26,Sarfaraz Ahmed (c)ï¿½,35,21,3,2,166.66,c ï¿½Kamran Akmal b Sameen Gul,2018,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
27,Sarfaraz Ahmed (c)ï¿½,37,29,3,1,127.58,c Sammy b Wahab Riaz,2019,Dubai International Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
28,Sarfaraz Ahmed (c)ï¿½,15,16,0,0,93.75,not out,2019,Dubai International Cricket Stadium,Quetta Gladiators,Islamabad United
29,Sarfaraz Ahmed (c)ï¿½,52,36,4,1,144.44,not out,2019,Sharjah Cricket Stadium,Quetta Gladiators,Lahore Qalandars
30,Sarfaraz Ahmed (c)ï¿½,29,27,1,0,107.40,c Lamichhane b Yasir Shah,2019,Dubai International Cricket Stadium,Quetta Gladiators,Lahore Qalandars
31,Sarfaraz Ahmed (c)ï¿½,1,2,0,0,50.00,c Amad Butt b Faheem Ashraf,2019,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
32,Sarfaraz Ahmed (c)ï¿½,0,1,0,0,0.00,b Usman Shinwari,2019,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
33,Sarfaraz Ahmed (c)ï¿½,12,11,1,0,109.09,c Dawson b Hasan Ali,2019,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
34,Sarfaraz Ahmed (c)ï¿½,21,18,2,0,116.66,lbw b Amad Butt,2020,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
35,Sarfaraz Ahmed (c)ï¿½,41,25,5,1,164.00,c Banton b Sammy,2020,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
36,Sarfaraz Ahmed (c)ï¿½,37,28,2,1,132.14,not out,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
37,Sarfaraz Ahmed (c)ï¿½,33,20,5,0,165.00,b Faheem Ashraf,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
38,Sarfaraz Ahmed (c)ï¿½,3,4,0,0,75.00,not out,2020,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
39,Sarfaraz Ahmed (c)ï¿½,9,8,2,0,112.50,c Mohammad Hafeez b Patel,2020,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
40,Sarfaraz Ahmed (c)ï¿½,1,2,0,0,50.00,b Wahab Riaz,2020,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
41,Sarfaraz Ahmed (c)ï¿½,1,5,0,0,20.00,c Dunk b Patel,2020,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
42,Sarfaraz Ahmed (c)ï¿½,2,5,0,0,40.00,c Walton b Ali Khan,2020,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
43,Sarfaraz Ahmed (c)ï¿½,7,8,1,0,87.50,c ï¿½Clarke b Aamer Yamin,2021,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
44,Sarfaraz Ahmed (c)ï¿½,40,33,5,0,121.21,c ï¿½Dunk b Haris Rauf,2021,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
45,Sarfaraz Ahmed (c)ï¿½,81,40,12,1,202.50,c Shoaib Malik b Wahab Riaz,2021,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
46,Sarfaraz Ahmed (c)ï¿½,54,41,3,4,131.70,lbw b Faheem Ashraf,2021,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
47,Sarfaraz Ahmed (c)ï¿½,3,4,0,0,75.00,b Imran Khan,2021,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
48,Sarfaraz Ahmed (c)ï¿½,2,3,0,0,66.66,c ï¿½Rohail Nazir b Muhammad Musa,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Islamabad United
49,Sarfaraz Ahmed (c)ï¿½,36,28,3,1,128.57,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Peshawar Zalmi
50,Sarfaraz Ahmed (c)ï¿½,34,27,3,1,125.92,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Lahore Qalandars
51,Sarfaraz Ahmed (c)ï¿½,13,16,0,0,81.25,c Imran Tahir b Sohail Tanvir,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Multan Sultans
52,Sarfaraz Ahmed (c)ï¿½,51,33,8,0,154.54,not out,2021,"Sheikh Zayed Stadium, Abu Dhabi",Quetta Gladiators,Karachi Kings
53,Sarfaraz Ahmed (c)ï¿½,16,9,3,0,177.77,not out,2022,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
54,Sarfaraz Ahmed (c)ï¿½,21,23,2,0,91.30,c David b Khushdil Shah,2022,"National Stadium, Karachi",Quetta Gladiators,Multan Sultans
55,Sarfaraz Ahmed (c)ï¿½,11,13,0,0,84.61,c Faheem Ashraf b Shadab Khan,2022,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
56,Sarfaraz Ahmed (c)ï¿½,50,32,3,2,156.25,not out,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Islamabad United
57,Sarfaraz Ahmed (c)ï¿½,12,11,2,0,109.09,run out (Kamran Ghulam),2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
58,Sarfaraz Ahmed (c)ï¿½,25,21,3,0,119.04,c Livingstone b Hussain Talat,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Peshawar Zalmi
59,Sarfaraz Ahmed (c)ï¿½,17,23,1,0,73.91,not out,2022,"Gaddafi Stadium, Lahore",Quetta Gladiators,Multan Sultans
60,Sarfaraz Ahmed (c)ï¿½,2,7,0,0,28.57,b Ihsanullah,2023,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
61,Sarfaraz Ahmed (c)ï¿½,5,11,0,0,45.45,c Irfan Khan b Aamer Yamin,2023,"National Stadium, Karachi",Quetta Gladiators,Karachi Kings
62,Sarfaraz Ahmed (c)ï¿½,39,30,5,0,130.00,b Arshad Iqbal,2023,"National Stadium, Karachi",Quetta Gladiators,Peshawar Zalmi
63,Sarfaraz Ahmed (c)ï¿½,16,14,1,0,114.28,not out,2023,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
64,Sarfaraz Ahmed (c)ï¿½,41,36,3,1,113.88,lbw b Shadab Khan,2023,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
65,Sarfaraz Ahmed (c)ï¿½,27,28,1,0,96.42,not out,2023,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
66,Sarfaraz Ahmed (c)ï¿½,3,4,0,0,75.00,c Mubasir Khan b Faheem Ashraf,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Islamabad United
67,Sarfaraz Ahmed (c)ï¿½,29,25,1,0,116.00,run out (Aamer Yamin),2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Karachi Kings
0,Umar Akmal,21,26,4,0,80.76,c ï¿½Kamran Akmal b Mohammad Asghar,2016,Dubai International Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
1,Umar Akmal,93,40,6,8,232.50,c Akbar-ur-Rehman b Anwar Ali,2016,Dubai International Cricket Stadium,Lahore Qalandars,Quetta Gladiators
2,Umar Akmal,23,23,0,2,100.00,lbw b Imran Khalid,2016,Sharjah Cricket Stadium,Lahore Qalandars,Islamabad United
3,Umar Akmal,19,19,2,0,100.00,c Shakib Al Hasan b Bopara,2016,Sharjah Cricket Stadium,Lahore Qalandars,Karachi Kings
4,Umar Akmal,52,31,6,0,167.74,not out,2016,Sharjah Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
