batsman,total_runs,total_balls,fours,sixes,strike_rate,match_captain,wicket_type,dismissed_by,season,venue,team_name,opponent_team
Tamim Iqbal,51,51,3,1,100.0,0,catch,Russell,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Tamim Iqbal,55,47,7,0,117.02,0,not out,not out,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Tamim Iqbal,14,19,1,0,73.68,0,catch,Mohammad Nawaz,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Tamim Iqbal,37,35,3,0,105.71,0,catch,Bopara,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Tamim Iqbal,80,58,6,3,137.93,0,not out,not out,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Tamim Iqbal,30,22,4,1,136.36,0,catch,Delport,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Tamim Iqbal,4,8,0,0,50.0,0,catch,Rumman Raees,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Tamim Iqbal,16,11,3,0,145.45,0,catch,Sohail Khan,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Tamim Iqbal,5,3,1,0,166.66,0,catch,Aamer Yamin,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Tamim Iqbal,7,13,0,0,53.84,0,stumped,Mahmudullah,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Tamim Iqbal,11,11,2,0,100.0,0,catch,Mohammad Irfan,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Tamim Iqbal,39,29,2,2,134.48,0,catch,Russell,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Tamim Iqbal,11,12,2,0,91.66,0,catch,Mohammad Amir,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Tamim Iqbal,36,38,3,1,94.73,0,run out,run out,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Tamim Iqbal,37,35,4,0,105.71,0,not out,not out,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Tamim Iqbal,27,29,5,0,93.1,0,catch,Mohammad Nawaz,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Tamim Iqbal,18,10,2,1,180.0,0,catch,Mahmood,2020,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
Tamim Iqbal,30,20,5,0,150.0,0,catch,Junaid Khan,2020,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
Tamim Iqbal,35,38,4,1,92.1,0,catch,Umaid Asif,2020,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Mohammad Hafeez,11,9,2,0,122.22,0,catch,Watson,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Mohammad Hafeez,43,37,3,3,116.21,0,stumped,Mendis,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Mohammad Hafeez,10,10,0,0,100.0,0,catch,Mohammad Nawaz,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez,59,35,7,3,168.57,0,lbw,Bopara,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Mohammad Hafeez,25,14,4,1,178.57,0,catch,Mohammad Sami,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Mohammad Hafeez,9,7,2,0,128.57,0,catch,Cooper,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Mohammad Hafeez,36,29,5,1,124.13,0,catch,Mohammad Nawaz,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez,4,6,1,0,66.66,0,catch,Mohammad Amir,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Mohammad Hafeez,15,18,2,0,83.33,0,bowled,Mohammad Nawaz,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez,8,14,0,0,57.14,0,catch,Imran Khalid,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Mohammad Hafeez,0,1,0,0,0.0,0,catch,Mohammad Irfan,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Mohammad Hafeez,0,4,0,0,0.0,0,lbw,Mohammad Amir,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Mohammad Hafeez,3,11,0,0,27.27,0,stumped,Narine,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Mohammad Hafeez,10,8,2,0,125.0,0,catch,Mohammad Irfan,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Mohammad Hafeez,13,18,2,0,72.22,0,bowled,Yasir Shah,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Mohammad Hafeez,22,33,3,0,66.66,0,catch,Mills,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez,77,47,5,6,163.82,0,catch,Mohammad Nawaz,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez,12,13,1,0,92.3,0,catch,Emrit,2017,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez,59,52,6,1,113.46,0,catch,Junaid Khan,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Mohammad Hafeez,30,22,3,0,136.36,0,not out,not out,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Mohammad Hafeez,7,16,1,0,43.75,0,catch,Shahid Afridi,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Mohammad Hafeez,29,34,2,1,85.29,0,catch,Hastings,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez,13,11,1,1,118.18,0,lbw,Zafar Gohar,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Mohammad Hafeez,31,26,2,2,119.23,0,catch,Laughlin,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez,0,3,0,0,0.0,0,bowled,Usman Shinwari,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Mohammad Hafeez,27,25,2,1,108.0,0,bowled,Yasir Shah,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Mohammad Hafeez,25,14,4,1,178.57,0,bowled,Mahmudullah,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Mohammad Hafeez,13,8,1,1,162.5,0,catch,Bopara,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Mohammad Hafeez,8,6,0,1,133.33,0,catch,Patel,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Mohammad Hafeez,14,22,1,0,63.63,0,catch,Imran Tahir,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Mohammad Hafeez,98,57,7,7,171.92,0,not out,not out,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Mohammad Hafeez,1,3,0,0,33.33,0,catch,Gregory,2020,Rawalpindi Cricket Stadium,Lahore Qalandars,Peshawar Zalmi
Mohammad Hafeez,0,1,0,0,0.0,0,catch,Fawad Ahmed,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Mohammad Hafeez,10,13,1,0,76.92,0,catch,Akif Javed,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Mohammad Hafeez,39,32,4,1,121.87,0,not out,not out,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Mohammad Hafeez,16,24,1,0,66.66,0,catch,Umer Khan,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
Mohammad Hafeez,4,4,0,0,100.0,0,catch,Brathwaite,2020,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
Mohammad Hafeez,35,22,3,1,159.09,0,not out,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Mohammad Hafeez,74,46,9,2,160.86,0,not out,not out,2020,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
Mohammad Hafeez,19,21,2,0,90.47,0,catch,Shahid Afridi,2020,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
Mohammad Hafeez,2,4,0,0,50.0,0,catch,Imad Wasim,2020,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Mohammad Hafeez,33,26,5,0,126.92,0,not out,not out,2021,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
Mohammad Hafeez,73,33,5,6,221.21,0,not out,not out,2021,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
Mohammad Hafeez,60,35,3,5,171.42,0,run out,run out,2021,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
Mohammad Hafeez,15,9,1,1,166.66,0,catch,Waqas Maqsood,2021,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Mohammad Hafeez,29,25,3,0,116.0,0,catch,Hasan Ali,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Islamabad United
Mohammad Hafeez,2,6,0,0,33.33,0,catch,Umaid Asif,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Peshawar Zalmi
Mohammad Hafeez,8,8,1,0,100.0,0,catch,Muhammad Musa,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Islamabad United
Mohammad Hafeez,1,5,0,0,20.0,0,catch,Usman Shinwari,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Quetta Gladiators
Mohammad Hafeez,36,36,3,1,100.0,0,catch,Noor Ahmad,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Karachi Kings
Mohammad Hafeez,14,13,1,1,107.69,0,catch,Muzarabani,2021,"Sheikh Zayed Stadium, Abu Dhabi",Lahore Qalandars,Multan Sultans
Mohammad Hafeez,16,12,2,0,133.33,0,catch,Khushdil Shah,2022,"National Stadium, Karachi",Lahore Qalandars,Multan Sultans
Mohammad Hafeez,24,21,4,0,114.28,0,catch,Imad Wasim,2022,"National Stadium, Karachi",Lahore Qalandars,Karachi Kings
Mohammad Hafeez,37,19,3,1,194.73,0,not out,not out,2022,"National Stadium, Karachi",Lahore Qalandars,Peshawar Zalmi
Mohammad Hafeez,5,11,0,0,45.45,0,catch,Shadab Khan,2022,"National Stadium, Karachi",Lahore Qalandars,Islamabad United
Mohammad Hafeez,8,5,0,1,160.0,0,catch,Ghulam Mudassar,2022,"National Stadium, Karachi",Lahore Qalandars,Quetta Gladiators
Mohammad Hafeez,43,29,1,3,148.27,0,catch,Shahnawaz Dahani,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Mohammad Hafeez,9,5,0,1,180.0,0,not out,not out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Quetta Gladiators
Mohammad Hafeez,33,24,4,0,137.5,0,run out,run out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Karachi Kings
Mohammad Hafeez,2,4,0,0,50.0,0,run out,run out,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Mohammad Hafeez,49,44,3,1,111.36,0,catch,Wahab Riaz,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Peshawar Zalmi
Mohammad Hafeez,0,3,0,0,0.0,0,stumped,Khushdil Shah,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Mohammad Hafeez,28,28,1,0,100.0,0,catch,Mohammad Wasim,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Islamabad United
Mohammad Hafeez,69,46,9,1,150.0,0,catch,Shahnawaz Dahani,2022,"Gaddafi Stadium, Lahore",Lahore Qalandars,Multan Sultans
Mohammad Hafeez,18,15,1,1,120.0,0,catch,Abbas Afridi,2023,Multan Cricket Stadium,Quetta Gladiators,Multan Sultans
Mohammad Hafeez,25,22,0,2,113.63,0,catch,Wiese,2023,"National Stadium, Karachi",Quetta Gladiators,Lahore Qalandars
Mohammad Hafeez,48,26,6,2,184.61,0,catch,Fazalhaq Farooqi,2023,"National Stadium, Karachi",Quetta Gladiators,Islamabad United
Mohammad Hafeez,2,7,0,0,28.57,0,run out,run out,2023,"Gaddafi Stadium, Lahore",Quetta Gladiators,Lahore Qalandars
Mohammad Hafeez,41,18,6,2,227.77,0,not out,not out,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Peshawar Zalmi
Mohammad Hafeez,1,2,0,0,50.0,0,catch,Abbas Afridi,2023,Rawalpindi Cricket Stadium,Quetta Gladiators,Multan Sultans
Dawid Malan,6,14,1,0,42.85,0,catch,Rumman Raees,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Dawid Malan,10,12,0,0,83.33,0,not out,not out,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Dawid Malan,18,21,1,1,85.71,0,catch,Umar Gul,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Dawid Malan,12,12,1,0,100.0,0,catch,Sohail Tanvir,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Dawid Malan,42,35,0,3,120.0,0,lbw,Cooper,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Dawid Malan,60,52,6,1,115.38,0,not out,not out,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Dawid Malan,8,11,1,0,72.72,0,catch,Bilawal Bhatti,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Dawid Malan,7,12,1,0,58.33,0,catch,Badree,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Dawid Malan,43,30,4,3,143.33,0,catch,Watson,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Dawid Malan,22,20,4,0,110.0,0,catch,Imad Wasim,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Dawid Malan,1,3,0,0,33.33,0,lbw,Sohail Tanvir,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Dawid Malan,56,30,8,1,186.66,0,catch,Mills,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Dawid Malan,36,31,4,1,116.12,0,catch,Sohail Khan,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Dawid Malan,17,12,1,1,141.66,0,bowled,Emrit,2017,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Dawid Malan,1,6,0,0,16.66,0,catch,Muhammad Musa,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Dawid Malan,38,35,5,0,108.57,0,catch,Christian,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Multan Sultans
Dawid Malan,64,40,5,3,160.0,0,catch,Cutting,2020,"National Stadium, Karachi",Islamabad United,Quetta Gladiators
Dawid Malan,35,21,5,1,166.66,0,not out,not out,2020,"Gaddafi Stadium, Lahore",Islamabad United,Multan Sultans
Dawid Malan,22,22,3,0,100.0,0,catch,Wiese,2020,"Gaddafi Stadium, Lahore",Islamabad United,Lahore Qalandars
Dawid Malan,10,9,0,1,111.11,0,bowled,Naseem Shah,2020,Rawalpindi Cricket Stadium,Islamabad United,Quetta Gladiators
Dawid Malan,52,41,4,1,126.82,0,catch,Sams,2024,Multan Cricket Stadium,Multan Sultans,Karachi Kings
Dawid Malan,0,2,0,0,0.0,0,bowled,Naseem Shah,2024,Multan Cricket Stadium,Multan Sultans,Islamabad United
Dawid Malan,0,1,0,0,0.0,0,lbw,Zaman Khan,2024,Multan Cricket Stadium,Multan Sultans,Lahore Qalandars
Dawid Malan,52,25,3,3,208.0,0,catch,Walter,2024,Multan Cricket Stadium,Multan Sultans,Peshawar Zalmi
Dawid Malan,19,19,1,0,100.0,0,catch,Aamer Jamal,2024,Rawalpindi Cricket Stadium,Multan Sultans,Peshawar Zalmi
Kamran Akmal,8,8,1,0,100.0,0,lbw,Saeed Ajmal,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Kamran Akmal,6,8,0,0,75.0,0,catch,Zulfiqar Babar,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,30,20,2,2,150.0,0,catch,Mohammad Amir,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Kamran Akmal,10,10,0,1,100.0,0,stumped,Saeed Ajmal,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Kamran Akmal,18,20,1,0,90.0,0,catch,Delport,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,17,27,0,0,62.96,0,catch,Zulfiqar Babar,2016,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,8,9,1,0,88.88,0,run out,run out,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Kamran Akmal,9,13,2,0,69.23,0,bowled,Anwar Ali,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,45,32,5,2,140.62,0,catch,Imran Khalid,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Kamran Akmal,88,48,6,6,183.33,0,catch,Mohammad Sami,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Kamran Akmal,0,6,0,0,0.0,0,catch,Sohail Khan,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Kamran Akmal,3,13,0,0,23.07,0,catch,Yasir Shah,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,19,17,3,0,111.76,0,lbw,Shadab Khan,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Kamran Akmal,14,12,1,1,116.66,0,catch,Sohail Khan,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Kamran Akmal,58,40,9,0,145.0,0,stumped,Yasir Shah,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,26,30,1,1,86.66,0,lbw,Mohammad Nawaz,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,1,7,0,0,14.28,0,catch,Zulfiqar Babar,2017,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,104,65,6,7,160.0,0,run out,run out,2017,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Kamran Akmal,40,32,6,1,125.0,0,lbw,Hassan Khan,2017,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,0,4,0,0,0.0,0,catch,Mohammad Irfan,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Kamran Akmal,53,32,7,3,165.62,0,catch,Patel,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Kamran Akmal,14,5,2,1,280.0,0,lbw,Mohammad Amir,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Karachi Kings
Kamran Akmal,10,8,2,0,125.0,0,catch,Watson,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,57,47,7,2,121.27,0,not out,not out,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,9,12,1,0,75.0,0,catch,Mohammad Irfan,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Kamran Akmal,22,17,3,1,129.41,0,lbw,Patel,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Kamran Akmal,0,1,0,0,0.0,0,bowled,Mohammad Nawaz,2018,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,107,61,11,7,175.4,0,not out,not out,2018,Sharjah Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,0,3,0,0,0.0,0,bowled,Rahat Ali,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,77,27,5,8,285.18,0,catch,Bopara,2018,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Karachi Kings
Kamran Akmal,1,9,0,0,11.11,0,lbw,Patel,2018,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Kamran Akmal,49,36,5,3,136.11,0,catch,Mohammad Nawaz,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,0,2,0,0,0.0,0,bowled,Shaheen Shah Afridi,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,0,5,0,0,0.0,0,bowled,Aamer Yamin,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Karachi Kings
Kamran Akmal,7,8,1,0,87.5,0,catch,Muhammad Musa,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Islamabad United
Kamran Akmal,4,3,1,0,133.33,0,catch,Mohammad Irfan,2019,Sharjah Cricket Stadium,Peshawar Zalmi,Multan Sultans
Kamran Akmal,0,5,0,0,0.0,0,bowled,Mohammad Ilyas,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Multan Sultans
Kamran Akmal,19,12,1,2,158.33,0,catch,Zafar Gohar,2019,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Kamran Akmal,72,50,7,4,144.0,0,bowled,Mohammad Hasnain,2019,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,3,6,0,0,50.0,0,bowled,Rahat Ali,2019,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,86,48,10,5,179.16,0,catch,Munro,2019,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Kamran Akmal,22,26,4,0,84.61,0,catch,Mohammad Hasnain,2019,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,74,43,10,3,172.09,0,catch,Delport,2019,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Kamran Akmal,21,15,3,1,140.0,0,bowled,Mohammad Nawaz,2019,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,43,26,5,2,165.38,0,bowled,Delport,2020,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Kamran Akmal,101,55,13,4,183.63,0,catch,Fawad Ahmed,2020,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,15,9,3,0,166.66,0,catch,Sohail Tanvir,2020,Multan Cricket Stadium,Peshawar Zalmi,Multan Sultans
Kamran Akmal,14,9,2,0,155.55,0,catch,Shaheen Shah Afridi,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,4,8,1,0,50.0,0,catch,Aamer Yamin,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,Karachi Kings
Kamran Akmal,23,12,2,2,191.66,0,catch,Mohammad Hasnain,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,37,21,4,1,176.19,0,catch,Zafar Gohar,2020,Rawalpindi Cricket Stadium,Peshawar Zalmi,Islamabad United
Kamran Akmal,12,8,1,1,150.0,0,catch,Patel,2020,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,2,7,0,0,28.57,0,bowled,Mohammad Irfan,2020,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
Kamran Akmal,5,10,1,0,50.0,0,catch,Salman Mirza,2021,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,37,24,5,2,154.16,0,lbw,Usman Qadir,2021,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
Kamran Akmal,3,8,0,0,37.5,0,catch,Usman Shinwari,2021,"National Stadium, Karachi",Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,3,4,0,0,75.0,0,lbw,Mohammad Wasim,2021,"National Stadium, Karachi",Peshawar Zalmi,Islamabad United
Kamran Akmal,21,17,4,0,123.52,0,catch,Abbas Afridi,2021,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Kamran Akmal,1,5,0,0,20.0,0,catch,Faulkner,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,59,37,6,2,159.45,0,lbw,Mohammad Hasnain,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Quetta Gladiators
Kamran Akmal,35,27,5,0,129.62,0,catch,Shahnawaz Dahani,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Multan Sultans
Kamran Akmal,9,9,2,0,100.0,0,bowled,Aamer Yamin,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Karachi Kings
Kamran Akmal,53,32,7,2,165.62,0,catch,Hussain Talat,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Islamabad United
Kamran Akmal,13,12,2,0,108.33,0,bowled,Noor Ahmad,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Karachi Kings
Kamran Akmal,8,6,2,0,133.33,0,bowled,Hasan Ali,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Islamabad United
Kamran Akmal,36,28,5,1,128.57,0,bowled,Imran Khan,2021,"Sheikh Zayed Stadium, Abu Dhabi",Peshawar Zalmi,Multan Sultans
Kamran Akmal,41,24,4,2,170.83,0,bowled,Zaman Khan,2022,"National Stadium, Karachi",Peshawar Zalmi,Lahore Qalandars
Kamran Akmal,21,19,2,0,110.52,0,catch,Umaid Asif,2022,"National Stadium, Karachi",Peshawar Zalmi,Karachi Kings
Kamran Akmal,10,7,2,0,142.85,0,catch,Shahnawaz Dahani,2022,"National Stadium, Karachi",Peshawar Zalmi,Multan Sultans
Kamran Akmal,4,7,0,0,57.14,0,catch,Muzarabani,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Multan Sultans
Kamran Akmal,18,14,1,1,128.57,0,bowled,Fawad Ahmed,2022,"Gaddafi Stadium, Lahore",Peshawar Zalmi,Lahore Qalandars
Shahid Yousaf,16,16,1,0,100.0,0,bowled,Russell,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Islamabad United
Shahid Yousaf,21,25,1,0,84.0,0,catch,Mohammad Nawaz,2016,Dubai International Cricket Stadium,Peshawar Zalmi,Quetta Gladiators
